player_id;name;nationality;position;overall;age;hits;potential;team
210864;Elseid Hysaj;lbania;Defensor Derecho|Defensor Izquierdo;78;26;12;81;Napoli 
210736;Emerson;Italy;Defensor Izquierdo|Medio Izquierdo;78;25;22;82;Chelsea 
210385;Rui Silva;Portugal;Arquero;78;26;2;83;Granada CF 
210324;Jonas Hofmann;Germany;Medio Derecho|Medio Central|Medio Centro Ofensivo;78;28;5;79;Borussia Mönchengladbach 
210287;Jhon Córdoba;Colombia;Delantero Centro;78;27;8;79;1. FC Köln 
208787;Adrien Thomasson;France;Medio Central|Medio Centro Ofensivo;78;26;4;81;RC Strasbourg Alsace 
208777;Óliver Torres;Spain;Medio Central|Extremo Izquierdo;78;25;15;83;Sevilla FC 
208461;Marten de Roon;Netherlands;Medio Central;78;29;20;78;Atalanta 
208334;Jonas Hector;Germany;Defensor Izquierdo|Medio Centro Defensivo;78;30;6;78;1. FC Köln 
208295;Romain Saïss;Morocco;Defensor Centro|Medio Central;78;30;6;78;Wolverhampton Wanderers 
208268;Bryan Cristante;Italy;Medio Centro Defensivo|Medio Central|Medio Centro Ofensivo;78;25;11;82;Roma 
208104;Matheus;Brazil;Arquero;78;28;2;82;SC Braga 
207732;Roger;Spain;Delantero Centro;78;29;0;78;Levante UD 
207664;Carlos Bacca;Colombia;Delantero Centro;78;33;2;78;Villarreal CF 
207557;Robin Olsen;Sweden;Arquero;78;30;3;78;Cagliari 
207494;Jesse Lingard;England;Medio Derecho|Medio Centro Ofensivo;78;27;39;78;Manchester United 
207421;Leandro Trossard;Belgium;Medio Izquierdo|Extremo Izquierdo;78;25;5;81;Brighton & Hove Albion 
206516;Will Hughes;England;Medio Centro Defensivo|Medio Derecho|Medio Central;78;25;10;83;Watford 
205705;Zouhair Feddal;Morocco;Defensor Centro;78;30;5;78;Real Betis 
205525;Bernard;Brazil;Medio Izquierdo;78;27;16;78;Everton 
205407;Daniele Baselli;Italy;Medio Central;78;28;2;78;Torino 
205402;Jean-Paul Boëtius;Netherlands;Medio Centro Ofensivo|Extremo Izquierdo;78;26;6;81;1. FSV Mainz 05 
205201;Okay Yokuslu;Turkey;Medio Centro Defensivo|Medio Central;78;26;1;83;RC Celta 
204614;Mário Rui;Portugal;Defensor Izquierdo;78;29;10;78;Napoli 
204385;Santiago García;Uruguay;Delantero Centro;78;29;2;78;Godoy Cruz 
204105;Kenny Lala;France;Carrilero Derecho|Defensor Derecho|Defensor Izquierdo|Extremo Derecho;78;28;18;78;RC Strasbourg Alsace 
203980;Konstantinos Fortounis;Greece;Medio Izquierdo|Medio Centro Ofensivo;78;27;2;79;Olympiacos CFP 
203775;Loris Karius;Germany;Arquero;78;27;16;81;Besiktas JK 
203487;Jamaal Lascelles;England;Defensor Centro;78;26;8;82;Newcastle United 
203483;Davy Klaassen;Netherlands;Medio Central|Medio Centro Ofensivo;78;27;5;79;SV Werder Bremen 
203299;André Carrillo;Peru;Medio Derecho;78;29;6;78;Al Hilal 
202851;Gregoire Defrel;France;Delantero Centro|Extremo Derecho;78;29;1;78;Sassuolo 
202789;Alexander Schwolow;Germany;Arquero;78;28;4;79;Sport-Club Freiburg 
202335;Eric Dier;England;Defensor Centro|Medio Centro Defensivo;78;26;11;82;Tottenham Hotspur 
202325;Diego Demme;Germany;Medio Centro Defensivo|Medio Central;78;28;12;79;Napoli 
202201;Jeffrey Gouweleeuw;Netherlands;Defensor Centro;78;29;0;78;FC Augsburg 
202048;Conor Coady;England;Defensor Centro;78;27;9;80;Wolverhampton Wanderers 
202024;Remo Freuler;Switzerland;Medio Central;78;28;9;78;Atalanta 
201988;Federico Fernández;Argentina;Defensor Centro;78;31;7;78;Newcastle United 
201862;Marcos Rojo;Argentina;Defensor Centro;78;30;10;78;Estudiantes de La Plata 
201508;Gastón Ramírez;Uruguay;Medio Centro Ofensivo;78;29;2;78;Sampdoria 
201505;David López;Spain;Defensor Centro|Medio Centro Defensivo;78;30;2;78;RCD Espanyol 
201377;Jeison Murillo;Colombia;Defensor Centro;78;28;4;81;RC Celta 
201315;Pablo;Brazil;Defensor Centro;78;29;0;79;FC Girondins de Bordeaux 
201042;Djibril Sidibé;France;Defensor Derecho|Medio Derecho;78;28;11;78;Everton 
200677;Pedro Mendes;Portugal;Defensor Centro;78;29;4;79;Montpellier Hérault SC 
200529;Nacer Chadli;Belgium;Medio Centro Ofensivo|Extremo Izquierdo;78;30;2;78;RSC Anderlecht 
200215;Sebastian Rode;Germany;Medio Centro Defensivo|Medio Central;78;29;2;78;Eintracht Frankfurt 
200110;Marco Bizot;Netherlands;Arquero;78;29;2;80;AZ 
199561;Nolito;Spain;Medio Izquierdo|Extremo Izquierdo;78;33;5;78;Sevilla FC 
199354;Lucas Pérez;Spain;Delantero Centro;78;31;2;78;D. Alavés 
199254;João Pedro;Brazil;Medio Centro Ofensivo|Media Punta;78;28;11;78;Cagliari 
198200;Benjamin Stambouli;France;Defensor Centro|Medio Centro Defensivo;78;29;3;78;FC Schalke 04 
197948;Florian Lejeune;France;Defensor Centro;78;29;2;80;Newcastle United 
197083;Daniel Caligiuri;Italy;Carrilero Derecho|Defensor Derecho|Medio Derecho|Extremo Derecho;78;32;3;78;FC Schalke 04 
196889;Simone Verdi;Italy;Medio Izquierdo|Media Punta|Extremo Izquierdo;78;28;5;78;Torino 
195668;Joel Robles;Spain;Arquero;78;30;1;79;Real Betis 
195586;Alfre? Finnbogason;Iceland;Delantero Centro;78;31;1;78;FC Augsburg 
195096;Fransérgio;Brazil;Medio Central|Medio Centro Ofensivo;78;29;0;78;SC Braga 
194794;Andriy Yarmolenko;Ukraine;Medio Derecho|Extremo Derecho;78;30;7;78;West Ham United 
194728;Ishak Belfodil;Algeria;Delantero Centro;78;28;1;78;TSG 1899 Hoffenheim 
193469;Víctor Ruiz;Spain;Defensor Centro;78;31;4;78;Besiktas JK 
193361;Roberto Soriano;Italy;Medio Central|Medio Centro Ofensivo;78;29;0;78;Bologna 
193352;Ricardo Rodríguez;Switzerland;Defensor Izquierdo;78;27;13;78;PSV 
193198;Nemanja Gudelj;Serbia;Medio Centro Defensivo|Medio Central;78;28;4;79;Sevilla FC 
193171;Jaume Costa;Spain;Defensor Izquierdo;78;32;4;78;Valencia CF 
192679;Escudero;Spain;Defensor Izquierdo|Medio Izquierdo;78;30;3;78;Sevilla FC 
192622;Shane Duffy;Republic of Ireland;Defensor Centro;78;28;1;79;Brighton & Hove Albion 
192593;Danijel Subašic;Croatia;Arquero;78;35;3;78;AS Monaco Football Club SA 
192445;Daniel Ginczek;Germany;Delantero Centro|Extremo Derecho;78;29;1;78;VfL Wolfsburg 
192270;Johnathan;Brazil;Delantero Centro|Medio Centro Ofensivo;78;30;2;78;Tianjin TEDA FC 
192123;Chris Wood;New Zealand;Delantero Centro;78;28;6;78;Burnley 
191180;Javier Pastore;Argentina;Medio Central|Medio Centro Ofensivo;78;31;4;78;Roma 
190875;Juraj Kucka;Slovakia;Medio Centro Defensivo|Medio Central;78;33;2;78;Parma 
190765;Pascal Groß;Germany;Medio Derecho|Medio Central|Medio Centro Ofensivo;78;29;7;78;Brighton & Hove Albion 
190717;Michail Antonio;England;Delantero Centro|Medio Derecho|Medio Izquierdo;78;30;8;78;West Ham United 
190547;Kamil Glik;Poland;Defensor Centro;78;32;11;78;AS Monaco Football Club SA 
190324;Christian Kabasele;Belgium;Defensor Centro;78;29;3;79;Watford 
190264;Iago Falqué;Spain;Delantero Centro|Media Punta|Extremo Derecho;78;30;3;78;Genoa 
190243;Marwin Hitz;Switzerland;Arquero;78;32;3;78;Borussia Dortmund 
190143;Cote;Spain;Defensor Izquierdo;78;30;0;78;SD Eibar 
189712;Kevin Strootman;Netherlands;Medio Centro Defensivo|Medio Central;78;30;4;78;Olympique de Marseille 
189682;Ben Mee;England;Defensor Centro;78;30;0;78;Burnley 
189606;Julian Baumgartlinger;Austria;Medio Centro Defensivo;78;32;2;78;Bayer 04 Leverkusen 
189560;Iborra;Spain;Medio Centro Defensivo|Medio Central;78;32;2;78;Villarreal CF 
189358;Shinji Kagawa;Japan;Medio Central|Medio Centro Ofensivo;78;31;10;78;R. Zaragoza 
189251;Sebastian Rudy;Germany;Medio Centro Defensivo|Medio Central;78;30;3;78;TSG 1899 Hoffenheim 
189250;Salomón Rondón;Venezuela;Delantero Centro;78;30;8;78;Dalian YiFang FC 
189165;Jonjo Shelvey;England;Medio Centro Defensivo|Medio Central;78;28;3;78;Newcastle United 
188044;Alan Carvalho;China PR;Delantero Centro|Medio Izquierdo|Extremo Izquierdo;78;31;2;78;Guangzhou Evergrande Taobao FC 
188041;Rafael Carioca;Brazil;Medio Centro Defensivo|Medio Central;78;31;3;78;Tigres U.A.N.L. 
187598;Rafael Tolói;Brazil;Defensor Centro;78;29;9;78;Atalanta 
187491;Fedor Smolov;Russia;Delantero Centro;78;30;7;78;RC Celta 
186905;Ashley Barnes;England;Delantero Centro;78;30;4;78;Burnley 
186832;Kwadwo Asamoah;Ghana;Defensor Izquierdo|Medio Izquierdo;78;31;10;78;Inter 
185431;Nikola Kalinic;Croatia;Delantero Centro;78;32;4;78;Roma 
185422;Joshua King;Norway;Delantero Centro|Medio Izquierdo|Media Punta;78;28;17;78;AFC Bournemouth 
185239;Ömer Toprak;Turkey;Defensor Centro;78;31;2;78;SV Werder Bremen 
185195;Odion Ighalo;Nigeria;Delantero Centro;78;31;10;78;Manchester United 
185132;Mikel San José;Spain;Medio Centro Defensivo|Medio Central;78;31;1;78;Athletic Club 
184826;Adrien Silva;Portugal;Medio Centro Defensivo|Medio Central;78;31;2;78;AS Monaco Football Club SA 
183899;Pablo Piatti;Argentina;Medio Derecho|Medio Izquierdo|Extremo Izquierdo;78;31;1;78;Toronto FC 
183108;Nordin Amrabat;Morocco;Medio Derecho|Medio Izquierdo;78;33;11;78;Al Nassr 
182945;Max-Alain Gradel;Ivory Coast;Medio Izquierdo|Extremo Izquierdo;78;32;4;78;Toulouse Football Club 
181820;Stevan Jovetic;Montenegro;Delantero Centro|Medio Centro Ofensivo|Media Punta;78;30;14;78;AS Monaco Football Club SA 
181098;Makoto Hasebe;Japan;Defensor Centro|Medio Centro Defensivo;78;36;3;78;Eintracht Frankfurt 
180819;Adam Lallana;England;Medio Central;78;32;9;78;Liverpool 
180714;Guilherme;Russia;Arquero;78;34;1;78;Lokomotiv Moscow 
180216;Séamus Coleman;Republic of Ireland;Defensor Derecho;78;31;2;78;Everton 
179847;Federico Fazio;Argentina;Defensor Centro;78;33;5;78;Roma 
179783;Ralf Fährmann;Germany;Arquero;78;31;6;78;SK Brann 
179605;Adel Taarabt;Morocco;Medio Central|Medio Centro Ofensivo;78;31;15;78;SL Benfica 
178415;Ruud Vormer;Netherlands;Medio Central;78;32;1;78;Club Brugge KV 
178250;Papakouli Diop;Senegal;Medio Centro Defensivo|Medio Central;78;34;2;78;SD Eibar 
178224;Javier Hernández;Mexico;Delantero Centro;78;32;21;78;LA Galaxy 
178007;Miguel Veloso;Portugal;Medio Centro Defensivo|Medio Central;78;34;2;78;Hellas Verona 
176376;Ignacio Piatti;Argentina;Delantero Centro|Medio Izquierdo|Extremo Izquierdo;78;35;2;78;San Lorenzo de Almagro 
175254;Felipe Caicedo;Ecuador;Delantero Centro|Media Punta;78;31;12;78;Lazio 
173909;Kevin-Prince Boateng;Ghana;Medio Central|Media Punta;78;33;9;78;Besiktas JK 
173432;Héctor Moreno;Mexico;Defensor Centro;78;32;6;78;Free Agents 
173208;Domenico Criscito;Italy;Defensor Izquierdo|Defensor Centro|Medio Izquierdo;78;33;6;78;Genoa 
172962;Victor Moses;Nigeria;Carrilero Derecho|Medio Derecho|Extremo Derecho;78;29;12;78;Inter 
170733;Gervinho;Ivory Coast;Extremo Derecho|Extremo Izquierdo;78;33;5;78;Parma 
170370;Jonathan dos Santos;Mexico;Medio Central;78;30;3;78;LA Galaxy 
169595;Danny Rose;England;Defensor Izquierdo|Carrilero Izquierdo|Extremo Izquierdo;78;30;13;78;Newcastle United 
164468;Gary Cahill;England;Defensor Centro;78;34;3;78;Crystal Palace 
164029;Charles;Brazil;Delantero Centro;78;36;2;78;SD Eibar 
163264;Tom Heaton;England;Arquero;78;34;3;78;Aston Villa 
162895;Cesc Fàbregas;Spain;Medio Centro Defensivo|Medio Central|Medio Centro Ofensivo;78;33;22;78;AS Monaco Football Club SA 
161956;Borja Valero;Spain;Medio Centro Defensivo|Medio Centro Ofensivo;78;35;5;78;Inter 
159147;Loïc Perrin;France;Defensor Centro;78;34;3;78;AS Saint-Étienne 
158626;Mathieu Debuchy;France;Carrilero Derecho|Defensor Derecho|Defensor Centro|Extremo Derecho;78;35;7;78;AS Saint-Étienne 
158625;Dante;Brazil;Defensor Centro;78;36;11;78;OGC Nice 
157301;Ryan Babel;Netherlands;Delantero Centro|Extremo Derecho|Extremo Izquierdo;78;33;5;78;Ajax 
146296;Andrés Fernández;Spain;Arquero;78;33;2;78;Villarreal CF 
143001;Carlos Tévez;Argentina;Delantero Centro|Medio Centro Ofensivo;78;36;18;78;Boca Juniors 
140293;Antonio Mirante;Italy;Arquero;78;37;2;78;Roma 
140233;Guillermo Ochoa;Mexico;Arquero;78;35;34;78;Club América 
251696;Jhon Monsario;Ecuador;Defensor Centro;77;35;0;77;Free Agents 
247851;Bruno Guimarães;Brazil;Medio Centro Defensivo|Medio Central;77;22;27;87;Olympique Lyonnais 
246172;Samuel Chukwueze;Nigeria;Medio Derecho;77;21;12;86;Villarreal CF 
245325;Vicente Damián Castro;Uruguay;Medio Centro Defensivo|Medio Central;77;28;1;77;Free Agents 
245324;Sebastián Bruno Luna;Uruguay;Defensor Derecho|Medio Derecho|Medio Central;77;32;0;77;Free Agents 
245311;Andrés Daniel Píriz;Uruguay;Medio Centro Ofensivo|Media Punta;77;32;0;77;Free Agents 
245301;Leandro Agustín Baezo;Uruguay;Medio Centro Defensivo;77;32;0;77;Free Agents 
244470;Vladimír Coufal;Czech Republic;Defensor Derecho;77;27;2;78;SK Slavia Praha 
244263;Amir Rrahmani;Kosovo;Defensor Izquierdo|Defensor Centro;77;26;3;81;Hellas Verona 
243686;Chiquinho;Portugal;Medio Centro Ofensivo;77;25;4;82;SL Benfica 
243630;Jonathan David;Canada;Delantero Centro|Medio Centro Ofensivo;77;20;63;88;KAA Gent 
243282;Dwight McNeil;England;Medio Izquierdo;77;20;7;86;Burnley 
241771;Anthony Nwakaeme;Nigeria;Medio Izquierdo;77;31;6;77;Trabzonspor 
241096;Sandro Tonali;Italy;Medio Centro Defensivo|Medio Central;77;20;168;91;Brescia 
240699;Nicolás De la Cruz;Uruguay;Medio Central|Medio Centro Ofensivo|Extremo Izquierdo;77;23;14;85;River Plate 
240240;Jean-Pierre Nsame;Cameroon;Delantero Centro;77;27;5;78;BSC Young Boys 
239890;Ozan Kabak;Turkey;Defensor Centro;77;20;31;86;FC Schalke 04 
239482;Galeno;Brazil;Extremo Derecho|Extremo Izquierdo;77;22;9;85;SC Braga 
238227;Krépin Diatta;Senegal;Medio Derecho|Medio Izquierdo;77;21;18;86;Club Brugge KV 
238160;Merih Demiral;Turkey;Defensor Centro;77;22;48;86;Juventus 
238067;Nicolò Zaniolo;Italy;Medio Derecho|Medio Centro Ofensivo;77;21;153;87;Roma 
237715;Patrick Cutrone;Italy;Delantero Centro;77;22;36;86;Fiorentina 
237692;Phil Foden;England;Medio Central|Medio Centro Ofensivo;77;20;104;89;Manchester City 
237556;Christian Luyindama;DR Congo;Defensor Centro|Medio Centro Defensivo;77;26;2;80;Galatasaray SK 
237183;Matías Rojas;Paraguay;Medio Izquierdo|Medio Central|Extremo Izquierdo;77;24;4;83;Racing Club 
237135;Davidson;Brazil;Extremo Izquierdo;77;29;1;77;Vitória Guimarães 
236786;Martin Terrier;France;Delantero Centro|Extremo Izquierdo;77;23;9;83;Olympique Lyonnais 
236690;Michael Ngadeu;Cameroon;Defensor Centro;77;29;0;77;KAA Gent 
236593;Calvin Stengs;Netherlands;Extremo Derecho;77;21;20;86;AZ 
236496;Mattéo Guendouzi;France;Medio Centro Defensivo|Medio Central;77;21;63;86;Arsenal 
236461;Jean-Philippe Mateta;France;Delantero Centro;77;23;12;84;1. FSV Mainz 05 
236441;Fabricio Bustos;Argentina;Carrilero Derecho|Defensor Derecho|Medio Derecho|Extremo Derecho;77;24;12;82;Independiente 
234777;Zack Steffen;United States;Arquero;77;25;6;82;Fortuna Düsseldorf 
234396;Alphonso Davies;Canada;Defensor Izquierdo|Medio Derecho|Medio Izquierdo;77;19;178;88;FC Bayern München 
234226;Bruno Viana;Brazil;Defensor Centro;77;25;4;81;SC Braga 
234045;Henry Onyekuru;Nigeria;Delantero Centro|Medio Izquierdo;77;23;11;84;Galatasaray SK 
233927;Lucas Paquetá;Brazil;Medio Central|Medio Centro Ofensivo;77;22;58;84;Milan 
233738;Zubeldia;Spain;Defensor Centro|Medio Centro Defensivo|Medio Central;77;23;6;83;Real Sociedad 
233195;Xaver Schlager;Austria;Medio Centro Defensivo|Medio Central|Medio Centro Ofensivo;77;22;6;84;VfL Wolfsburg 
232862;Shoya Nakajima;Japan;Medio Izquierdo|Extremo Izquierdo;77;25;10;80;FC Porto 
232756;Fikayo Tomori;England;Defensor Centro;77;22;47;86;Chelsea 
232656;Theo Hernández;France;Defensor Izquierdo;77;22;63;83;Milan 
232381;Wesley;Brazil;Delantero Centro;77;23;11;83;Aston Villa 
232104;Daniel James;Wales;Medio Derecho|Medio Izquierdo;77;22;76;83;Manchester United 
232099;Marko Grujic;Serbia;Medio Centro Defensivo|Medio Central;77;24;3;84;Hertha BSC 
231887;Yusuf Yazici;Turkey;Medio Derecho|Medio Centro Ofensivo;77;23;9;82;LOSC Lille 
231447;Donyell Malen;Netherlands;Delantero Centro|Extremo Izquierdo;77;21;26;86;PSV 
231361;Joris Gnagnon;France;Defensor Centro;77;23;8;81;Stade Rennais FC 
231340;Gonzalo Montiel;Argentina;Carrilero Derecho|Defensor Derecho|Extremo Derecho;77;23;19;84;River Plate 
230524;Formosandrinho;Brazil;Delantero Centro|Media Punta;77;28;0;77;Botafogo 
230475;Adilson Edrada;Brazil;Medio Centro Ofensivo;77;28;2;77;Santos 
230463;Simão Acunha;Brazil;Medio Centro Ofensivo|Media Punta;77;32;5;77;Atlético Mineiro 
230402;Muo Cadete;Brazil;Medio Izquierdo;77;20;1;79;Palmeiras 
230373;Nicolás Filhei;Brazil;Medio Central|Medio Centro Ofensivo;77;24;0;79;São Paulo 
230349;Rodrigo Vuarte;Brazil;Medio Centro Defensivo;77;28;0;77;São Paulo 
230346;Jadsinho Mei;Brazil;Medio Centro Defensivo|Medio Central;77;24;1;79;Flamengo 
230331;Wagner Laranjo;Brazil;Medio Centro Defensivo|Medio Central;77;36;0;77;Palmeiras 
230206;Wellington Sabrão;Brazil;Defensor Derecho|Defensor Izquierdo;77;32;1;77;Flamengo 
230183;Gazzolisco;Brazil;Defensor Izquierdo|Carrilero Izquierdo|Medio Izquierdo|Extremo Izquierdo;77;20;6;77;Internacional 
230182;Lucas Mantela;Brazil;Arquero;77;20;1;79;Palmeiras 
230147;Falaye Sacko;Mali;Defensor Derecho;77;25;6;82;Vitória Guimarães 
229764;Córdoba;Spain;Extremo Izquierdo;77;23;4;83;Athletic Club 
229582;Gianluca Mancini;Italy;Defensor Centro|Medio Centro Defensivo;77;24;10;83;Roma 
229517;Toni Villa;Spain;Medio Izquierdo|Medio Centro Ofensivo;77;25;1;80;R. Valladolid CF 
228708;Lucas Martínez Quarta;Argentina;Defensor Centro;77;24;12;85;River Plate 
228635;Borja Mayoral;Spain;Delantero Centro;77;23;20;83;Levante UD 
228413;Emil Audero;Italy;Arquero;77;23;10;87;Sampdoria 
227275;Agustín Rossi;Argentina;Arquero;77;24;5;82;Club Atlético Lanús 
227127;Álex Remiro;Spain;Arquero;77;25;3;83;Real Sociedad 
226627;Takumi Minamino;Japan;Delantero Centro|Medio Derecho|Medio Centro Ofensivo;77;25;30;80;Liverpool 
226515;Andrei Girotto;Brazil;Defensor Centro|Medio Centro Defensivo;77;28;2;77;FC Nantes 
226491;Kieran Tierney;Scotland;Defensor Izquierdo;77;23;68;86;Arsenal 
226380;Hwang Hee Chan;Korea Republic;Delantero Centro;77;24;6;82;FC Red Bull Salzburg 
226378;Ramón Ábila;Argentina;Delantero Centro;77;30;2;77;Boca Juniors 
226377;Gonzalo Martínez;Argentina;Medio Centro Ofensivo|Media Punta|Extremo Derecho;77;27;7;80;Atlanta United 
226221;Aritz Elustondo;Spain;Defensor Derecho|Defensor Centro;77;26;3;81;Real Sociedad 
226162;Emiliano Buendía;Argentina;Medio Derecho;77;23;21;83;Norwich City 
225659;Guido Rodríguez;Argentina;Medio Centro Defensivo|Medio Central;77;25;5;79;Real Betis 
225403;Irfan Can Kahveci;Turkey;Medio Central|Medio Centro Ofensivo;77;25;5;82;Medipol Basaksehir FK 
225201;Alex Berenguer;Spain;Medio Izquierdo|Media Punta|Extremo Izquierdo;77;25;10;82;Torino 
225024;Mason Holgate;England;Defensor Derecho|Defensor Centro;77;23;15;81;Everton 
224540;Emmanuel Boateng;Ghana;Delantero Centro;77;24;3;84;Dalian YiFang FC 
224396;Yeimar Gómez Andrade;Colombia;Defensor Centro;77;28;0;79;Seattle Sounders FC 
224394;Fábio Martins;Portugal;Media Punta|Extremo Izquierdo;77;27;0;78;Futebol Clube de Famalicão 
224221;Joachim Andersen;Denmark;Defensor Centro;77;24;4;83;Olympique Lyonnais 
224196;Ramy Bensebaini;Algeria;Defensor Izquierdo|Defensor Centro;77;25;4;81;Borussia Mönchengladbach 
224116;Dyego Sousa;Portugal;Delantero Centro;77;30;4;77;SL Benfica 
224031;Adam Marušic;Montenegro;Medio Derecho;77;27;3;77;Lazio 
224030;Maxime Lopez;France;Medio Central;77;22;10;80;Olympique de Marseille 
223249;Gabriel Arias;Chile;Arquero;77;32;0;77;Racing Club 
223245;Brian Fernández;Argentina;Delantero Centro|Medio Derecho;77;25;6;80;Colón de Santa Fe 
223197;Enes Ünal;Turkey;Delantero Centro;77;23;12;83;R. Valladolid CF 
223058;Daler Kuzyaev;Russia;Medio Centro Defensivo|Medio Derecho|Medio Central;77;27;6;78;Free Agents 
222715;Otávio;Brazil;Medio Centro Defensivo|Medio Central;77;26;0;79;FC Girondins de Bordeaux 
222368;Anton Miranchuk;Russia;Medio Derecho|Medio Centro Ofensivo;77;24;3;84;Lokomotiv Moscow 
222357;Breel Embolo;Switzerland;Delantero Centro|Medio Centro Ofensivo;77;23;25;84;Borussia Mönchengladbach 
222134;Tarek Hamed;Egypt;Medio Centro Defensivo|Medio Central;77;31;3;77;Free Agents 
222077;Manuel Locatelli;Italy;Medio Centro Defensivo|Medio Central;77;22;19;84;Sassuolo 
221540;Raúl;Brazil;Defensor Centro;77;30;0;77;SC Braga 
220710;Harry Wilson;Wales;Medio Derecho|Medio Central;77;23;15;84;AFC Bournemouth 
220604;Jaume;Spain;Arquero;77;29;3;79;Valencia CF 
220414;Diego Rico;Spain;Defensor Izquierdo;77;27;2;78;AFC Bournemouth 
220132;Zaldúa;Spain;Defensor Derecho;77;28;0;78;Real Sociedad 
219862;Miguel Borja;Colombia;Delantero Centro;77;27;3;78;Junior FC 
219789;Hamari Traoré;Mali;Carrilero Derecho|Defensor Derecho|Extremo Derecho;77;28;5;77;Stade Rennais FC 
219733;Ludovic Ajorque;France;Delantero Centro;77;26;5;80;RC Strasbourg Alsace 
219576;Rodrigo Battaglia;Argentina;Medio Centro Defensivo|Medio Central;77;29;1;77;Sporting CP 
219455;Jonathan Calleri;Argentina;Delantero Centro;77;26;8;80;RCD Espanyol 
219391;Gonzalo Escalante;Argentina;Medio Centro Defensivo|Medio Central;77;27;3;80;SD Eibar 
219145;Guillermo Maripán;Chile;Defensor Centro;77;26;3;79;AS Monaco Football Club SA 
218339;Mahmoud Dahoud;Germany;Medio Centro Defensivo|Medio Central;77;24;21;81;Borussia Dortmund 
217546;Sequeira;Portugal;Carrilero Izquierdo|Extremo Izquierdo;77;29;0;77;SC Braga 
217235;Zainadine;Mozambique;Defensor Centro;77;32;1;77;Marítimo 
217196;José Luis Palomino;Argentina;Defensor Centro;77;30;13;77;Atalanta 
217036;Álex Moreno;Spain;Defensor Izquierdo|Carrilero Izquierdo|Medio Izquierdo|Extremo Izquierdo;77;27;13;80;Real Betis 
216820;Moses Simon;Nigeria;Delantero Centro|Medio Derecho|Medio Izquierdo;77;25;9;82;FC Nantes 
216816;Giovanni Simeone;Argentina;Delantero Centro;77;25;18;84;Cagliari 
216549;Alexander Sørloth;Norway;Delantero Centro;77;24;16;81;Trabzonspor 
216466;Wendell;Brazil;Defensor Izquierdo;77;27;11;80;Bayer 04 Leverkusen 
216373;Marcelo Goiano;Brazil;Defensor Derecho|Defensor Centro;77;32;0;77;Sivasspor 
216054;Nery Domínguez;Argentina;Defensor Centro|Medio Centro Defensivo;77;30;0;77;Racing Club 
215455;Bruno Petkovic;Croatia;Delantero Centro|Medio Centro Ofensivo;77;25;6;81;Dinamo Zagreb 
215162;Alejandro Donatti;Argentina;Defensor Centro;77;33;0;77;San Lorenzo de Almagro 
215051;Lisandro López;Argentina;Defensor Centro;77;30;2;77;Boca Juniors 
214977;Matías Kranevitter;Argentina;Medio Centro Defensivo|Medio Central;77;27;5;81;Monterrey 
214781;Silvio Romero;Argentina;Delantero Centro|Medio Derecho|Extremo Derecho;77;32;2;77;Independiente 
214040;Frank Fabra;Colombia;Defensor Izquierdo;77;29;5;77;Boca Juniors 
214009;Gustavo Cuéllar;Colombia;Medio Centro Defensivo;77;27;3;80;Al Hilal 
213991;Jefferson Lerma;Colombia;Medio Centro Defensivo|Medio Central;77;25;12;80;AFC Bournemouth 
213899;Éder Balanta;Colombia;Defensor Centro|Medio Centro Defensivo|Medio Central;77;27;7;80;Club Brugge KV 
213655;Alex Iwobi;Nigeria;Medio Izquierdo;77;24;18;81;Everton 
213629;Erick Pulgar;Chile;Medio Centro Defensivo|Medio Central;77;26;24;81;Fiorentina 
213400;Diego Laxalt;Uruguay;Medio Izquierdo;77;27;13;77;Milan 
213388;Flavien Tait;France;Medio Izquierdo|Extremo Izquierdo;77;27;2;77;Stade Rennais FC 
213013;Frank Acheampong;Ghana;Delantero Centro|Extremo Izquierdo;77;26;11;80;Tianjin TEDA FC 
212602;Diego Llorente;Spain;Defensor Centro;77;26;9;82;Real Sociedad 
212300;Jack O'Connell;England;Defensor Centro;77;26;7;81;Sheffield United 
212213;Ricardo Esgaio;Portugal;Carrilero Derecho|Extremo Derecho;77;27;1;78;SC Braga 
212204;Brandon Mechele;Belgium;Defensor Centro;77;27;0;79;Club Brugge KV 
212183;Nacho;Spain;Defensor Izquierdo;77;31;1;77;R. Valladolid CF 
212096;Vincenzo Grifo;Italy;Medio Izquierdo|Media Punta;77;27;4;77;Sport-Club Freiburg 
212067;Camilo Vargas;Colombia;Arquero;77;31;5;77;Club Atlas 
211368;Bruma;Portugal;Extremo Derecho|Extremo Izquierdo;77;25;30;78;PSV 
211267;Ricardo Centurión;Argentina;Medio Izquierdo|Extremo Derecho|Extremo Izquierdo;77;27;11;77;Vélez Sarsfield 
211147;Valentino Lazaro;Austria;Carrilero Derecho|Defensor Derecho|Medio Derecho|Extremo Derecho;77;24;19;82;Newcastle United 
211093;Callum McGregor;Scotland;Medio Centro Defensivo|Medio Central|Medio Centro Ofensivo;77;27;3;79;Celtic 
210881;John McGinn;Scotland;Medio Central;77;25;4;82;Aston Villa 
210761;Rodolfo Pizarro;Mexico;Medio Izquierdo|Medio Central|Medio Centro Ofensivo;77;26;7;80;Free Agents 
210679;Paulo Oliveira;Portugal;Defensor Centro;77;28;0;78;SD Eibar 
